Station,Date,MaxT,MinT,RH1,RH2,Wind,Rain,SSH,Evap,Radiation,FAO56_ET,Lat,Lon,Cum_Rain
ICRISAT,1978-01-01,28.5,14.2,68,31.0,5.7,0.0,10.1,4.3,18.4,3.9,17.5084095,78.2723004,0.0
ICRISAT,1978-01-02,28.8,16.0,79,33.0,6.4,0.0,9.8,4.8,16.9,3.9,17.5084095,78.2723004,0.0
ICRISAT,1978-01-03,29.0,14.5,86,37.0,5.4,0.0,9.1,4.6,15.3,3.4,17.5084095,78.2723004,0.0
ICRISAT,1978-01-04,29.0,18.0,89,43.0,7.1,0.0,9.0,4.2,16.4,3.8,17.5084095,78.2723004,0.0
ICRISAT,1978-01-05,27.8,17.0,81,47.0,10.5,0.0,8.9,4.3,15.9,4.1,17.5084095,78.2723004,0.0
ICRISAT,1978-01-06,27.2,19.4,86,49.0,13.5,0.0,9.5,5.1,13.8,4.0,17.5084095,78.2723004,0.0
ICRISAT,1978-01-07,26.5,19.5,85,46.0,11.4,0.0,5.4,4.7,13.0,3.8,17.5084095,78.2723004,0.0
ICRISAT,1978-01-08,27.2,18.5,92,51.0,11.7,16.5,5.0,4.2,14.2,3.7,17.5084095,78.2723004,16.5
ICRISAT,1978-01-09,26.8,18.5,90,47.0,12.0,0.0,7.7,3.6,13.4,3.8,17.5084095,78.2723004,16.5
ICRISAT,1978-01-10,28.2,19.5,91,71.0,11.9,0.7,5.4,3.4,11.8,3.0,17.5084095,78.2723004,17.2
ICRISAT,1978-01-11,23.5,14.6,95,55.0,5.9,0.0,4.2,2.6,13.1,2.6,17.5084095,78.2723004,17.2
ICRISAT,1978-01-12,23.7,13.3,89,31.0,9.6,0.0,5.5,3.1,20.6,4.1,17.5084095,78.2723004,17.2
ICRISAT,1978-01-13,25.4,10.4,92,24.0,5.6,0.0,10.5,4.2,19.2,3.6,17.5084095,78.2723004,17.2
ICRISAT,1978-01-14,26.3,10.5,86,21.0,5.6,0.0,10.3,3.8,16.2,3.6,17.5084095,78.2723004,17.2
ICRISAT,1978-01-15,27.8,12.0,94,28.0,6.4,0.0,10.3,4.2,9.8,3.2,17.5084095,78.2723004,17.2
ICRISAT,1978-01-16,28.0,13.2,93,26.0,9.1,0.0,10.1,4.9,17.9,4.5,17.5084095,78.2723004,17.2
ICRISAT,1978-01-17,27.9,12.6,86,20.0,8.4,0.0,10.2,4.1,19.5,4.6,17.5084095,78.2723004,17.2
ICRISAT,1978-01-18,29.1,14.0,79,26.0,5.6,0.0,10.1,4.2,19.3,4.1,17.5084095,78.2723004,17.2
ICRISAT,1978-01-19,29.4,13.5,73,25.0,6.1,0.0,9.8,4.9,19.8,4.3,17.5084095,78.2723004,17.2
ICRISAT,1978-01-20,29.6,15.3,65,25.0,9.0,0.0,10.1,6.1,20.0,5.1,17.5084095,78.2723004,17.2
ICRISAT,1978-01-21,29.8,15.6,68,27.0,13.1,0.0,10.3,7.5,20.0,5.9,17.5084095,78.2723004,17.2
ICRISAT,1978-01-22,29.3,13.5,72,38.0,8.0,0.0,10.5,5.8,18.3,4.4,17.5084095,78.2723004,17.2
ICRISAT,1978-01-23,27.7,15.1,78,29.0,7.0,0.0,10.1,4.5,19.7,4.3,17.5084095,78.2723004,17.2
ICRISAT,1978-01-24,28.9,18.2,89,39.0,10.7,0.0,10.3,5.2,17.9,4.6,17.5084095,78.2723004,17.2
ICRISAT,1978-01-25,27.8,17.1,98,43.0,11.8,0.0,9.7,5.5,18.5,4.4,17.5084095,78.2723004,17.2
ICRISAT,1978-01-26,28.0,18.6,79,47.0,11.0,0.0,9.1,5.0,14.2,4.1,17.5084095,78.2723004,17.2
ICRISAT,1978-01-27,27.6,16.2,93,35.0,9.1,0.0,7.4,4.5,19.1,4.4,17.5084095,78.2723004,17.2
ICRISAT,1978-01-28,29.2,18.5,92,31.0,8.9,0.0,9.7,5.1,16.7,4.4,17.5084095,78.2723004,17.2
ICRISAT,1978-01-29,29.8,16.7,85,46.0,10.0,0.0,10.0,6.2,19.0,4.6,17.5084095,78.2723004,17.2
ICRISAT,1978-01-30,29.8,18.5,69,41.0,12.2,0.0,9.9,6.9,17.6,5.2,17.5084095,78.2723004,17.2
ICRISAT,1978-01-31,29.9,18.5,64,23.0,10.3,0.0,6.3,7.1,20.5,5.7,17.5084095,78.2723004,17.2
ICRISAT,1978-02-01,30.4,17.5,78,27.0,10.3,0.0,10.4,6.8,21.3,5.5,17.5084095,78.2723004,17.2
ICRISAT,1978-02-02,29.4,18.3,83,46.0,13.0,0.0,10.7,6.6,17.0,4.8,17.5084095,78.2723004,17.2
ICRISAT,1978-02-03,28.2,17.1,89,43.0,14.2,2.8,8.9,5.5,11.2,4.2,17.5084095,78.2723004,20.0
ICRISAT,1978-02-04,26.8,18.4,88,38.0,7.6,0.0,2.5,2.8,20.6,4.3,17.5084095,78.2723004,20.0
ICRISAT,1978-02-05,27.6,17.4,94,33.0,12.8,0.0,10.2,6.1,20.2,5.1,17.5084095,78.2723004,20.0
ICRISAT,1978-02-06,28.5,19.8,79,45.0,16.1,0.0,9.7,6.6,11.4,4.7,17.5084095,78.2723004,20.0
ICRISAT,1978-02-07,26.5,18.9,90,57.0,11.1,1.6,2.8,3.0,11.1,3.2,17.5084095,78.2723004,21.6
ICRISAT,1978-02-08,26.5,18.8,94,52.0,6.6,1.0,5.7,2.0,13.9,3.2,17.5084095,78.2723004,22.6
ICRISAT,1978-02-09,28.7,18.9,90,53.0,10.6,1.6,7.0,3.2,17.5,4.2,17.5084095,78.2723004,24.200000000000003
ICRISAT,1978-02-10,28.0,18.9,90,48.0,12.4,6.0,8.0,4.6,17.7,4.5,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-11,27.9,17.8,90,33.0,15.3,0.0,7.2,5.0,22.4,5.7,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-12,30.7,18.1,93,27.0,15.1,0.0,10.5,7.2,20.3,6.2,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-13,31.8,17.1,74,27.0,10.7,0.0,10.1,7.2,21.6,6.0,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-14,31.6,18.4,59,16.0,6.6,0.0,10.7,8.0,22.5,5.4,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-15,32.8,15.9,49,15.0,10.8,0.0,10.7,8.7,23.8,7.0,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-16,31.7,17.0,74,17.0,13.1,0.0,10.8,8.8,22.6,6.9,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-17,33.0,17.4,73,23.0,11.9,0.0,10.8,8.9,20.9,6.5,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-18,32.5,17.7,91,41.0,7.6,0.0,10.2,6.4,14.2,4.2,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-19,29.9,17.6,87,50.0,5.5,0.0,7.4,4.3,17.8,3.9,17.5084095,78.2723004,30.200000000000003
ICRISAT,1978-02-20,30.4,19.6,93,54.0,10.1,10.3,8.8,4.2,13.3,3.8,17.5084095,78.2723004,40.5
ICRISAT,1978-02-21,28.2,18.6,91,46.0,8.4,2.6,6.7,3.4,17.8,4.2,17.5084095,78.2723004,43.1
ICRISAT,1978-02-22,29.1,20.1,91,44.0,9.9,0.0,8.0,5.3,18.8,4.7,17.5084095,78.2723004,43.1
ICRISAT,1978-02-23,29.2,20.6,83,57.0,15.4,0.0,8.1,7.1,9.1,3.8,17.5084095,78.2723004,43.1
ICRISAT,1978-02-24,27.1,20.0,86,51.0,12.5,0.0,2.7,4.9,20.6,4.8,17.5084095,78.2723004,43.1
ICRISAT,1978-02-25,29.3,17.1,85,26.0,9.4,0.0,10.0,5.8,24.4,5.7,17.5084095,78.2723004,43.1
ICRISAT,1978-02-26,30.3,15.8,75,20.0,9.1,0.0,11.1,8.8,24.6,6.0,17.5084095,78.2723004,43.1
ICRISAT,1978-02-27,31.4,16.3,73,24.0,8.3,0.0,11.0,10.6,24.7,5.9,17.5084095,78.2723004,43.1
ICRISAT,1978-02-28,31.2,16.8,68,22.0,6.3,0.0,10.6,8.1,17.1,4.7,17.5084095,78.2723004,43.1
ICRISAT,1978-03-01,31.8,16.0,70,24.0,7.8,0.0,10.9,9.1,14.1,4.8,17.5084095,78.2723004,43.1
ICRISAT,1978-03-02,32.4,19.2,66,21.0,8.6,0.0,9.2,8.6,14.0,5.2,17.5084095,78.2723004,43.1
ICRISAT,1978-03-03,33.7,22.6,55,19.0,9.1,0.0,9.5,8.3,17.2,6.1,17.5084095,78.2723004,43.1
ICRISAT,1978-03-04,33.6,19.8,50,13.0,4.7,0.0,8.4,9.6,17.2,4.7,17.5084095,78.2723004,43.1
ICRISAT,1978-03-05,34.8,19.1,33,13.0,12.0,0.0,10.2,12.4,23.4,8.1,17.5084095,78.2723004,43.1
ICRISAT,1978-03-06,34.8,18.7,49,17.0,14.2,0.0,10.7,12.7,23.4,8.4,17.5084095,78.2723004,43.1
ICRISAT,1978-03-07,34.1,18.6,48,15.0,10.6,0.0,10.3,10.8,23.5,7.3,17.5084095,78.2723004,43.1
ICRISAT,1978-03-08,33.5,19.0,90,40.0,14.9,0.0,10.2,11.7,22.9,6.6,17.5084095,78.2723004,43.1
ICRISAT,1978-03-09,31.8,19.8,46,14.0,11.9,0.0,9.7,10.9,23.1,7.4,17.5084095,78.2723004,43.1
ICRISAT,1978-03-10,34.5,16.9,74,17.0,13.9,0.0,10.4,12.2,23.9,7.9,17.5084095,78.2723004,43.1
ICRISAT,1978-03-11,34.4,19.1,72,29.0,10.4,0.0,10.5,10.0,16.1,5.9,17.5084095,78.2723004,43.1
ICRISAT,1978-03-12,34.4,16.5,85,17.0,9.7,0.0,8.8,7.4,24.5,6.8,17.5084095,78.2723004,43.1
ICRISAT,1978-03-13,31.7,13.7,49,23.0,8.0,0.0,10.3,8.9,24.1,6.1,17.5084095,78.2723004,43.1
ICRISAT,1978-03-14,31.6,17.9,71,29.0,7.0,0.0,10.6,8.6,21.1,5.3,17.5084095,78.2723004,43.1
ICRISAT,1978-03-15,32.3,20.6,79,29.0,9.9,0.0,9.3,8.4,20.9,6.0,17.5084095,78.2723004,43.1
ICRISAT,1978-03-16,32.8,21.5,70,32.0,9.6,0.0,10.0,8.5,20.1,5.9,17.5084095,78.2723004,43.1
ICRISAT,1978-03-17,34.1,21.6,68,26.0,12.7,0.0,8.1,10.4,20.3,7.0,17.5084095,78.2723004,43.1
ICRISAT,1978-03-18,35.9,22.5,42,17.0,15.2,0.0,8.6,12.9,22.6,9.0,17.5084095,78.2723004,43.1
ICRISAT,1978-03-19,35.2,21.9,49,24.0,8.9,0.0,9.5,11.7,17.8,6.3,17.5084095,78.2723004,43.1
ICRISAT,1978-03-20,34.6,21.3,69,23.0,7.8,0.0,8.5,9.0,17.8,5.7,17.5084095,78.2723004,43.1
ICRISAT,1978-03-21,35.0,21.6,58,56.0,14.5,0.0,8.4,11.9,14.8,5.8,17.5084095,78.2723004,43.1
ICRISAT,1978-03-22,33.5,19.6,85,15.0,11.6,3.8,8.4,6.0,24.2,7.2,17.5084095,78.2723004,46.9
ICRISAT,1978-03-23,34.5,18.8,52,12.0,6.9,0.0,10.4,9.6,23.9,6.4,17.5084095,78.2723004,46.9
ICRISAT,1978-03-24,36.2,21.0,46,13.0,8.3,0.0,9.7,10.7,23.0,7.0,17.5084095,78.2723004,46.9
ICRISAT,1978-03-25,37.0,21.2,67,17.0,7.1,0.0,10.3,11.3,23.1,6.5,17.5084095,78.2723004,46.9
ICRISAT,1978-03-26,36.0,20.5,78,20.0,10.0,0.0,10.7,10.0,18.3,6.5,17.5084095,78.2723004,46.9
ICRISAT,1978-03-27,36.0,21.9,83,22.0,12.8,0.0,9.4,10.7,19.6,7.2,17.5084095,78.2723004,46.9
ICRISAT,1978-03-28,36.7,22.0,71,15.0,18.7,0.0,8.2,12.7,21.6,9.5,17.5084095,78.2723004,46.9
ICRISAT,1978-03-29,36.9,22.5,54,12.0,17.6,0.0,8.6,12.9,23.8,10.1,17.5084095,78.2723004,46.9
ICRISAT,1978-03-30,36.7,19.9,23,11.0,7.6,0.0,10.0,9.5,24.8,7.2,17.5084095,78.2723004,46.9
ICRISAT,1978-03-31,36.4,18.4,38,9.0,11.3,0.0,10.2,13.5,24.9,8.5,17.5084095,78.2723004,46.9
ICRISAT,1978-04-01,37.0,20.2,33,12.0,8.4,0.0,10.4,11.6,24.4,7.5,17.5084095,78.2723004,46.9
ICRISAT,1978-04-02,37.5,22.4,70,18.0,7.9,0.0,10.5,9.8,19.5,6.4,17.5084095,78.2723004,46.9
ICRISAT,1978-04-03,37.2,21.3,71,19.0,6.8,0.8,8.9,7.8,20.5,6.1,17.5084095,78.2723004,47.699999999999996
ICRISAT,1978-04-04,37.5,24.8,58,15.0,13.4,0.0,9.7,12.6,20.0,8.4,17.5084095,78.2723004,47.699999999999996
ICRISAT,1978-04-05,37.7,20.7,53,18.0,9.7,0.0,7.5,10.6,21.2,7.4,17.5084095,78.2723004,47.699999999999996
ICRISAT,1978-04-06,36.9,23.4,49,14.0,10.0,0.0,8.8,13.1,22.9,7.8,17.5084095,78.2723004,47.699999999999996
ICRISAT,1978-04-07,36.4,21.4,58,24.0,12.4,0.0,9.6,12.8,19.0,7.5,17.5084095,78.2723004,47.699999999999996
ICRISAT,1978-04-08,36.1,22.0,77,42.0,10.2,1.6,7.2,9.4,14.1,5.3,17.5084095,78.2723004,49.3
ICRISAT,1978-04-09,34.3,22.3,75,26.0,9.8,0.0,4.5,7.3,17.0,6.0,17.5084095,78.2723004,49.3
ICRISAT,1978-04-10,35.4,20.2,66,19.0,8.5,0.0,5.6,9.2,23.2,6.8,17.5084095,78.2723004,49.3
ICRISAT,1978-04-11,36.8,23.2,58,20.0,8.0,0.0,9.6,10.6,22.6,6.9,17.5084095,78.2723004,49.3
ICRISAT,1978-04-12,38.1,25.4,44,21.0,7.0,0.0,8.9,11.4,19.9,6.5,17.5084095,78.2723004,49.3
ICRISAT,1978-04-13,38.6,24.4,49,21.0,7.1,0.0,10.4,10.6,22.0,6.8,17.5084095,78.2723004,49.3
ICRISAT,1978-04-14,40.5,24.5,45,16.0,11.3,0.0,9.7,13.3,21.9,8.7,17.5084095,78.2723004,49.3
ICRISAT,1978-04-15,40.3,25.6,59,12.0,11.9,0.0,9.0,13.1,23.7,9.0,17.5084095,78.2723004,49.3
ICRISAT,1978-04-16,40.8,24.1,38,11.0,11.3,0.0,10.3,14.7,25.2,9.3,17.5084095,78.2723004,49.3
ICRISAT,1978-04-17,41.1,24.0,21,12.0,9.7,0.0,11.6,15.4,25.8,8.9,17.5084095,78.2723004,49.3
ICRISAT,1978-04-18,40.3,23.8,26,11.0,10.2,0.0,11.2,14.6,25.5,8.9,17.5084095,78.2723004,49.3
ICRISAT,1978-04-19,39.7,23.0,23,8.0,12.4,0.0,11.6,14.2,24.4,9.7,17.5084095,78.2723004,49.3
ICRISAT,1978-04-20,37.9,23.2,74,17.0,9.5,0.0,11.5,11.0,24.3,7.6,17.5084095,78.2723004,49.3
ICRISAT,1978-04-21,38.0,22.0,21,11.0,6.7,0.0,10.5,10.1,24.5,7.1,17.5084095,78.2723004,49.3
ICRISAT,1978-04-22,39.3,24.6,72,23.0,16.9,0.0,11.4,12.4,17.3,8.7,17.5084095,78.2723004,49.3
ICRISAT,1978-04-23,38.5,23.0,75,43.0,13.8,5.2,7.7,10.0,12.9,6.2,17.5084095,78.2723004,54.5
ICRISAT,1978-04-24,36.7,19.5,82,39.0,15.6,48.2,5.6,3.4,25.9,8.0,17.5084095,78.2723004,102.7
ICRISAT,1978-04-25,32.6,21.8,71,27.0,7.3,0.0,11.5,7.4,25.8,6.4,17.5084095,78.2723004,102.7
ICRISAT,1978-04-26,35.1,23.6,65,30.0,8.4,0.0,11.9,8.7,17.0,5.8,17.5084095,78.2723004,102.7
ICRISAT,1978-04-27,35.1,24.5,67,23.0,5.0,0.0,5.4,6.0,22.4,5.7,17.5084095,78.2723004,102.7
ICRISAT,1978-04-28,36.8,22.6,56,20.0,12.4,0.0,8.2,11.1,20.2,8.0,17.5084095,78.2723004,102.7
ICRISAT,1978-04-29,36.1,21.9,61,21.0,6.8,0.0,6.2,7.8,24.3,6.6,17.5084095,78.2723004,102.7
ICRISAT,1978-04-30,37.7,24.5,54,27.0,11.2,0.6,10.3,10.6,21.7,7.8,17.5084095,78.2723004,103.3
ICRISAT,1978-05-01,38.3,23.0,29,18.0,8.7,0.0,7.3,10.6,23.1,7.7,17.5084095,78.2723004,103.3
ICRISAT,1978-05-02,39.0,25.3,55,20.0,11.2,0.0,9.2,11.6,23.5,8.4,17.5084095,78.2723004,103.3
ICRISAT,1978-05-03,38.5,23.8,46,18.0,15.5,0.0,8.8,12.0,23.8,9.8,17.5084095,78.2723004,103.3
ICRISAT,1978-05-04,39.0,25.4,66,23.0,9.6,0.0,8.6,10.4,22.1,7.5,17.5084095,78.2723004,103.3
ICRISAT,1978-05-05,39.5,24.0,43,19.0,8.1,0.0,8.1,8.3,22.9,7.5,17.5084095,78.2723004,103.3
ICRISAT,1978-05-06,39.5,26.0,64,20.0,11.4,0.0,10.9,11.0,24.1,8.5,17.5084095,78.2723004,103.3
ICRISAT,1978-05-07,41.1,25.7,57,17.0,11.2,0.0,9.7,11.7,23.2,8.8,17.5084095,78.2723004,103.3
ICRISAT,1978-05-08,40.9,27.3,64,17.0,10.5,0.0,11.0,9.9,22.8,8.4,17.5084095,78.2723004,103.3
ICRISAT,1978-05-09,41.4,21.8,80,19.0,13.3,2.2,7.6,10.4,26.8,9.6,17.5084095,78.2723004,105.5
ICRISAT,1978-05-10,40.9,24.9,59,17.0,10.4,0.0,11.8,11.4,24.7,8.6,17.5084095,78.2723004,105.5
ICRISAT,1978-05-11,41.4,27.9,62,39.0,12.1,0.0,11.5,9.8,17.0,7.3,17.5084095,78.2723004,105.5
ICRISAT,1978-05-12,38.7,25.2,61,33.0,11.9,0.0,6.7,9.8,21.3,7.7,17.5084095,78.2723004,105.5
ICRISAT,1978-05-13,37.3,25.6,69,22.0,8.6,0.0,8.7,8.2,23.9,7.2,17.5084095,78.2723004,105.5
ICRISAT,1978-05-14,39.6,26.2,55,23.0,9.7,0.0,10.8,11.7,23.8,8.0,17.5084095,78.2723004,105.5
ICRISAT,1978-05-15,40.8,26.3,67,14.0,14.9,0.0,10.3,13.8,22.4,9.7,17.5084095,78.2723004,105.5
ICRISAT,1978-05-16,41.0,26.2,52,16.0,20.8,0.0,6.6,16.7,24.9,12.0,17.5084095,78.2723004,105.5
ICRISAT,1978-05-17,41.0,26.6,45,17.0,23.1,0.0,10.9,18.5,24.2,12.7,17.5084095,78.2723004,105.5
ICRISAT,1978-05-18,41.1,27.3,52,20.0,22.1,0.0,10.1,17.8,23.4,12.0,17.5084095,78.2723004,105.5
ICRISAT,1978-05-19,41.0,27.9,51,21.0,23.7,0.0,8.8,18.0,23.8,12.4,17.5084095,78.2723004,105.5
ICRISAT,1978-05-20,40.5,27.4,44,19.0,20.2,0.0,10.5,17.6,24.6,11.8,17.5084095,78.2723004,105.5
ICRISAT,1978-05-21,40.9,28.5,45,18.0,15.0,0.0,11.2,15.8,23.9,10.3,17.5084095,78.2723004,105.5
ICRISAT,1978-05-22,41.3,26.8,63,27.0,20.9,0.0,10.2,16.9,25.0,11.1,17.5084095,78.2723004,105.5
ICRISAT,1978-05-23,40.0,26.1,58,33.0,22.6,0.0,9.8,14.7,23.4,10.7,17.5084095,78.2723004,105.5
ICRISAT,1978-05-24,38.4,22.5,80,47.0,25.7,3.2,11.4,13.1,15.8,8.0,17.5084095,78.2723004,108.7
ICRISAT,1978-05-25,35.0,24.5,66,28.0,13.9,0.2,3.0,7.1,21.2,7.7,17.5084095,78.2723004,108.9
ICRISAT,1978-05-26,39.0,23.0,88,34.0,14.9,8.8,9.4,10.1,25.2,8.4,17.5084095,78.2723004,117.7
ICRISAT,1978-05-27,36.8,26.0,63,30.0,14.3,0.0,9.9,9.9,26.0,8.7,17.5084095,78.2723004,117.7
ICRISAT,1978-05-28,38.2,24.1,71,35.0,15.9,0.0,11.2,12.5,21.1,8.2,17.5084095,78.2723004,117.7
ICRISAT,1978-05-29,37.8,24.8,74,61.0,14.5,0.0,9.4,10.5,17.2,6.0,17.5084095,78.2723004,117.7
ICRISAT,1978-05-30,35.6,25.1,73,34.0,15.0,0.8,6.5,7.8,26.4,8.3,17.5084095,78.2723004,118.5
ICRISAT,1978-05-31,37.5,24.4,68,33.0,19.8,0.0,12.2,12.8,25.6,9.5,17.5084095,78.2723004,118.5
ICRISAT,1978-06-01,37.0,24.4,66,31.0,23.5,0.0,12.1,14.2,25.3,10.2,17.5084095,78.2723004,118.5
ICRISAT,1978-06-02,37.9,24.5,66,33.0,16.7,4.0,9.8,10.6,22.0,8.6,17.5084095,78.2723004,122.5
ICRISAT,1978-06-03,37.7,23.6,75,34.0,22.6,0.0,9.5,11.6,25.1,9.7,17.5084095,78.2723004,122.5
ICRISAT,1978-06-04,37.0,24.9,69,32.0,24.4,0.0,11.7,14.2,23.9,10.0,17.5084095,78.2723004,122.5
ICRISAT,1978-06-05,37.9,25.0,67,32.0,22.3,0.0,7.7,13.8,22.4,9.8,17.5084095,78.2723004,122.5
ICRISAT,1978-06-06,37.7,24.9,70,33.0,15.1,0.0,5.7,10.9,22.9,8.3,17.5084095,78.2723004,122.5
ICRISAT,1978-06-07,36.3,23.4,81,36.0,14.7,5.3,5.4,9.1,22.6,7.6,17.5084095,78.2723004,127.8
ICRISAT,1978-06-08,35.4,22.4,81,41.0,15.6,9.1,6.3,8.9,25.2,7.6,17.5084095,78.2723004,136.9
ICRISAT,1978-06-09,34.9,23.5,71,32.0,32.4,0.0,10.5,10.1,24.8,10.5,17.5084095,78.2723004,136.9
ICRISAT,1978-06-10,35.9,24.0,71,36.0,25.3,0.0,10.3,11.9,18.5,8.9,17.5084095,78.2723004,136.9
ICRISAT,1978-06-11,34.7,23.5,83,38.0,19.1,1.8,6.5,9.4,22.0,7.7,17.5084095,78.2723004,138.70000000000002
ICRISAT,1978-06-12,34.9,23.5,90,46.0,16.7,1.2,7.7,9.0,17.4,6.2,17.5084095,78.2723004,139.9
ICRISAT,1978-06-13,33.2,23.6,81,41.0,12.6,1.2,7.0,6.8,19.6,6.2,17.5084095,78.2723004,141.1
ICRISAT,1978-06-14,34.0,21.9,95,57.0,14.5,17.6,5.1,9.0,18.5,5.3,17.5084095,78.2723004,158.7
ICRISAT,1978-06-15,32.4,21.5,94,59.0,18.0,6.2,6.4,7.1,14.1,4.7,17.5084095,78.2723004,164.89999999999998
ICRISAT,1978-06-16,30.0,22.5,87,54.0,12.7,31.0,3.9,5.2,18.1,5.0,17.5084095,78.2723004,195.89999999999998
ICRISAT,1978-06-17,32.5,22.7,91,92.0,19.1,34.4,7.1,6.7,5.4,1.7,17.5084095,78.2723004,230.29999999999998
ICRISAT,1978-06-18,25.3,22.3,86,73.0,23.4,25.3,0.0,2.3,8.4,3.2,17.5084095,78.2723004,255.6
ICRISAT,1978-06-19,25.9,22.3,90,93.0,24.2,2.6,0.0,2.3,5.9,1.6,17.5084095,78.2723004,258.2
ICRISAT,1978-06-20,26.0,22.0,93,83.0,19.5,10.1,0.0,2.4,9.7,2.5,17.5084095,78.2723004,268.3
ICRISAT,1978-06-21,26.5,21.9,92,83.0,22.8,24.0,0.0,2.1,10.0,2.7,17.5084095,78.2723004,292.3
ICRISAT,1978-06-22,26.4,22.7,91,67.0,25.4,5.6,0.0,3.6,15.4,4.2,17.5084095,78.2723004,297.90000000000003
ICRISAT,1978-06-23,28.9,22.6,84,57.0,24.3,0.8,1.7,5.0,12.8,5.0,17.5084095,78.2723004,298.70000000000005
ICRISAT,1978-06-24,30.8,23.0,84,53.0,24.4,0.0,0.6,5.8,15.1,5.8,17.5084095,78.2723004,298.70000000000005
ICRISAT,1978-06-25,32.3,22.5,85,42.0,24.2,1.2,5.3,7.1,23.6,7.6,17.5084095,78.2723004,299.90000000000003
ICRISAT,1978-06-26,34.6,22.7,80,39.0,24.5,0.0,9.0,11.8,21.9,8.3,17.5084095,78.2723004,299.90000000000003
ICRISAT,1978-06-27,34.1,23.5,69,43.0,25.7,0.0,10.2,12.5,18.8,8.2,17.5084095,78.2723004,299.90000000000003
ICRISAT,1978-06-28,33.0,23.2,73,33.0,20.5,0.0,3.6,10.6,21.7,8.1,17.5084095,78.2723004,299.90000000000003
ICRISAT,1978-06-29,34.4,23.7,68,38.0,19.3,0.0,9.2,11.0,20.1,7.9,17.5084095,78.2723004,299.90000000000003
ICRISAT,1978-06-30,34.1,23.7,71,56.0,15.0,0.0,6.3,11.6,9.1,4.8,17.5084095,78.2723004,299.90000000000003
ICRISAT,1978-07-01,28.5,21.5,91,77.0,16.5,2.2,0.0,5.6,11.2,3.1,17.5084095,78.2723004,302.1
ICRISAT,1978-07-02,27.5,21.7,86,75.0,18.5,1.3,0.0,3.9,13.1,3.6,17.5084095,78.2723004,303.40000000000003
ICRISAT,1978-07-03,29.6,21.7,85,56.0,18.3,6.8,0.5,4.9,18.0,5.3,17.5084095,78.2723004,310.20000000000005
ICRISAT,1978-07-04,30.8,21.9,88,61.0,17.4,3.5,5.1,6.1,15.3,4.7,17.5084095,78.2723004,313.70000000000005
ICRISAT,1978-07-05,30.7,21.6,93,65.0,14.9,34.6,1.3,6.0,12.8,3.9,17.5084095,78.2723004,348.30000000000007
ICRISAT,1978-07-06,27.3,21.0,95,78.0,16.5,11.3,0.4,2.9,6.9,2.2,17.5084095,78.2723004,359.6000000000001
ICRISAT,1978-07-07,25.3,21.3,93,77.0,12.3,1.3,0.0,2.2,13.4,3.0,17.5084095,78.2723004,360.9000000000001
ICRISAT,1978-07-08,27.4,21.7,91,63.0,13.5,11.2,2.4,3.0,18.1,4.3,17.5084095,78.2723004,372.1000000000001
ICRISAT,1978-07-09,29.5,22.2,86,58.0,18.5,1.2,6.9,5.0,17.0,5.1,17.5084095,78.2723004,373.30000000000007
ICRISAT,1978-07-10,30.7,21.9,93,62.0,19.4,1.6,5.0,5.8,11.3,4.1,17.5084095,78.2723004,374.9000000000001
ICRISAT,1978-07-11,29.4,22.0,88,84.0,15.5,2.8,0.2,3.6,7.7,2.4,17.5084095,78.2723004,377.7000000000001
ICRISAT,1978-07-12,25.9,21.6,95,83.0,15.7,44.0,0.0,2.3,12.8,2.8,17.5084095,78.2723004,421.7000000000001
ICRISAT,1978-07-13,26.2,20.0,89,67.0,19.5,6.0,3.4,3.6,20.0,4.5,17.5084095,78.2723004,427.7000000000001
ICRISAT,1978-07-14,29.0,22.5,93,60.0,13.0,1.0,5.8,5.2,19.8,4.8,17.5084095,78.2723004,428.7000000000001
ICRISAT,1978-07-15,30.3,22.7,87,63.0,8.4,0.0,6.4,4.7,23.0,5.1,17.5084095,78.2723004,428.7000000000001
ICRISAT,1978-07-16,30.9,22.2,99,77.0,9.8,28.8,8.7,6.4,10.7,2.8,17.5084095,78.2723004,457.5000000000001
ICRISAT,1978-07-17,26.9,22.3,92,68.0,8.2,2.2,0.2,2.4,16.8,3.8,17.5084095,78.2723004,459.7000000000001
ICRISAT,1978-07-18,28.0,21.6,98,73.0,8.2,18.1,0.5,3.7,21.1,4.2,17.5084095,78.2723004,477.8000000000001
ICRISAT,1978-07-19,28.1,22.2,87,65.0,11.6,0.0,4.5,4.1,22.4,4.9,17.5084095,78.2723004,477.8000000000001
ICRISAT,1978-07-20,30.2,22.0,86,64.0,12.8,0.0,7.1,5.4,27.2,5.9,17.5084095,78.2723004,477.8000000000001
ICRISAT,1978-07-21,31.4,23.0,87,67.0,13.9,1.6,9.6,6.0,16.6,4.5,17.5084095,78.2723004,479.40000000000015
