Station,Date,MaxT,MinT,RH1,RH2,Wind,Rain,SSH,Evap,Radiation,FAO56_ET,Lat,Lon,Cum_Rain
ICRISAT,1998-10-24,29.8,17.8,96,53.0,4.1,0.0,9.0,4.0,18.6,3.7,17.5084095,78.2723004,1160.0
ICRISAT,1998-10-25,30.1,17.3,93,51.0,2.7,0.0,8.2,3.0,19.9,3.7,17.5084095,78.2723004,1160.0
ICRISAT,1998-10-26,30.8,17.2,91,51.0,3.2,0.0,9.7,4.6,21.4,4.0,17.5084095,78.2723004,1160.0
ICRISAT,1998-10-27,31.4,19.1,95,51.0,2.7,0.0,9.7,5.0,21.8,4.1,17.5084095,78.2723004,1160.0
ICRISAT,1998-10-28,31.0,18.5,95,57.0,4.6,0.0,8.1,4.7,18.9,3.9,17.5084095,78.2723004,1160.0
ICRISAT,1998-10-29,30.8,15.5,89,51.0,3.5,0.0,8.0,4.0,17.0,3.5,17.5084095,78.2723004,1160.0
ICRISAT,1998-10-30,29.7,14.2,83,37.0,5.1,0.0,7.3,5.1,16.6,3.8,17.5084095,78.2723004,1160.0
ICRISAT,1998-10-31,26.8,18.6,98,53.0,7.7,5.6,0.0,2.3,10.6,2.9,17.5084095,78.2723004,1165.6
ICRISAT,1998-11-01,24.4,18.2,95,92.0,6.2,1.4,0.0,1.4,5.0,1.1,17.5084095,78.2723004,1167.0
ICRISAT,1998-11-02,28.1,19.8,93,64.0,9.4,0.2,4.9,2.1,11.5,3.0,17.5084095,78.2723004,1167.2
ICRISAT,1998-11-03,28.2,17.4,95,67.0,6.1,0.0,5.0,4.1,12.8,2.8,17.5084095,78.2723004,1167.2
ICRISAT,1998-11-04,29.6,18.2,98,54.0,4.4,0.0,4.6,2.5,14.9,3.2,17.5084095,78.2723004,1167.2
ICRISAT,1998-11-05,30.0,16.7,96,59.0,2.7,0.0,4.4,3.0,13.2,2.7,17.5084095,78.2723004,1167.2
ICRISAT,1998-11-06,30.3,15.1,94,48.0,3.0,0.0,7.6,4.4,17.5,3.4,17.5084095,78.2723004,1167.2
ICRISAT,1998-11-07,29.8,18.8,88,53.0,7.0,0.2,5.6,4.8,16.0,3.7,17.5084095,78.2723004,1167.4
ICRISAT,1998-11-08,28.8,20.2,92,62.0,12.9,0.0,4.5,3.8,12.9,3.5,17.5084095,78.2723004,1167.4
ICRISAT,1998-11-09,28.8,18.4,96,66.0,9.3,0.4,2.4,2.4,9.7,2.7,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-10,30.3,18.4,91,59.0,9.7,0.0,9.9,4.5,17.8,4.1,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-11,29.2,17.7,96,58.0,4.2,0.0,7.6,3.3,12.7,2.8,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-12,29.2,15.4,96,64.0,4.3,0.0,8.0,3.8,14.7,2.9,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-13,28.0,11.0,96,37.0,5.4,0.0,10.3,5.5,20.4,3.8,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-14,28.8,13.4,90,39.0,4.3,0.0,10.1,5.2,19.7,3.7,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-15,30.2,14.2,94,37.0,2.5,0.0,9.4,4.2,19.3,3.4,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-16,28.2,13.3,90,44.0,6.0,0.0,7.1,4.6,16.3,3.5,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-17,29.4,14.0,83,39.0,6.5,0.0,9.1,5.2,18.9,4.1,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-18,29.4,16.5,89,41.0,3.6,0.0,8.1,4.4,16.9,3.3,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-19,29.4,17.6,96,60.0,3.2,0.0,6.1,3.4,13.5,2.7,17.5084095,78.2723004,1167.8000000000002
ICRISAT,1998-11-20,29.0,16.2,98,60.0,3.8,13.0,5.2,4.0,12.5,2.6,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-21,27.8,14.6,98,53.0,3.1,0.0,8.6,4.0,16.9,3.0,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-22,28.3,12.0,98,48.0,4.6,0.0,4.1,3.8,18.5,3.4,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-23,28.7,12.9,94,47.0,2.6,0.0,9.1,3.4,17.1,3.0,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-24,28.7,11.8,94,41.0,3.1,0.0,9.8,4.0,18.4,3.2,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-25,29.1,11.1,94,43.0,2.4,0.0,9.2,3.8,17.2,3.0,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-26,28.7,9.8,98,47.0,3.4,0.0,9.9,2.9,17.5,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-27,27.2,8.0,93,24.0,3.2,0.0,10.1,4.7,19.3,3.2,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-28,26.8,7.8,88,29.0,3.7,0.0,10.1,5.7,19.4,3.3,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-29,26.8,10.0,85,33.0,3.5,0.0,10.0,4.5,18.4,3.2,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-11-30,29.3,13.4,82,37.0,3.2,0.0,8.7,3.6,16.7,3.2,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-01,29.4,12.7,86,49.0,3.0,0.0,8.9,4.0,15.3,2.9,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-02,29.4,12.3,94,41.0,3.3,0.0,9.1,4.6,16.9,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-03,29.6,10.0,91,32.0,3.8,0.0,9.8,5.4,17.4,3.3,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-04,28.7,9.7,87,28.0,4.6,0.0,10.0,5.5,18.7,3.6,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-05,29.0,9.8,89,30.0,2.6,0.0,10.0,4.5,18.3,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-06,28.2,7.4,88,33.0,2.7,0.0,9.1,4.3,17.7,2.9,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-07,28.5,8.9,93,26.0,2.8,0.0,10.0,5.0,18.5,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-08,29.0,8.0,93,24.0,3.6,0.0,9.8,5.5,19.4,3.4,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-09,28.7,8.7,93,30.0,3.1,0.0,7.4,4.4,16.0,3.0,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-10,28.6,10.8,95,28.0,4.0,0.0,6.0,4.6,15.7,3.2,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-11,25.7,11.8,94,44.0,3.7,0.0,3.8,3.2,12.8,2.5,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-12,27.0,13.5,73,57.0,5.8,0.0,8.0,4.0,13.7,3.0,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-13,27.2,10.2,84,54.0,6.8,0.0,7.8,4.7,15.3,3.2,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-14,26.4,7.8,72,44.0,6.1,0.0,9.4,4.9,16.6,3.3,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-15,26.0,7.8,90,28.0,5.6,0.0,10.0,5.6,17.5,3.4,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-16,26.6,7.9,95,32.0,2.8,0.0,9.9,3.8,16.9,2.8,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-17,27.4,9.4,93,33.0,3.2,0.0,9.9,3.5,16.7,2.9,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-18,27.4,6.8,95,35.0,3.1,0.0,10.1,3.8,17.3,2.9,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-19,27.6,7.3,90,27.0,2.3,0.0,10.3,3.6,17.9,2.8,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-20,27.8,6.5,95,21.0,3.2,0.0,10.2,4.3,17.7,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-21,26.5,7.8,93,31.0,4.1,0.0,9.8,4.0,16.7,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-22,26.2,8.4,95,34.0,3.7,0.0,9.7,3.4,16.3,2.9,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-23,27.1,10.0,95,36.0,4.1,0.0,9.5,3.5,16.3,3.0,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-24,27.7,10.4,95,34.0,3.3,0.0,9.5,4.0,16.7,3.0,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-25,27.6,10.2,98,29.0,3.6,0.0,9.4,4.1,16.9,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-26,25.8,9.3,93,32.0,3.6,0.0,9.6,4.2,16.5,2.9,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-27,26.0,8.1,95,35.0,3.1,0.0,9.9,4.4,17.0,2.8,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-28,26.8,8.7,93,27.0,3.3,0.0,9.9,4.0,17.4,3.0,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-29,26.2,8.2,95,28.0,2.8,0.0,9.0,3.7,16.8,2.8,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-30,26.9,8.5,95,28.0,4.2,0.0,9.3,3.6,16.6,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1998-12-31,27.4,8.6,95,25.0,3.7,0.0,9.6,3.8,17.0,3.1,17.5084095,78.2723004,1180.8000000000002
ICRISAT,1999-01-01,27.0,10.3,98,24.0,5.4,0.0,9.6,3.6,10.7,3.0,17.5084095,78.2723004,0.0
ICRISAT,1999-01-02,26.6,10.3,95,37.0,5.8,0.0,9.6,3.4,17.0,3.4,17.5084095,78.2723004,0.0
ICRISAT,1999-01-03,26.0,8.0,92,34.0,3.3,0.0,9.6,3.6,16.9,2.9,17.5084095,78.2723004,0.0
ICRISAT,1999-01-04,26.2,8.2,95,32.0,3.8,0.0,9.8,3.6,16.9,3.0,17.5084095,78.2723004,0.0
ICRISAT,1999-01-05,26.1,11.2,95,33.0,5.6,0.0,8.9,3.7,16.4,3.3,17.5084095,78.2723004,0.0
ICRISAT,1999-01-06,26.4,11.8,89,38.0,4.8,0.0,6.9,3.1,14.8,3.0,17.5084095,78.2723004,0.0
ICRISAT,1999-01-07,28.2,14.3,85,33.0,7.4,0.0,9.8,4.3,17.0,4.0,17.5084095,78.2723004,0.0
ICRISAT,1999-01-08,28.2,11.5,89,41.0,5.7,0.0,9.4,4.3,16.4,3.4,17.5084095,78.2723004,0.0
ICRISAT,1999-01-09,26.6,11.3,91,46.0,3.0,0.0,7.5,3.2,14.5,2.6,17.5084095,78.2723004,0.0
ICRISAT,1999-01-10,26.8,11.0,76,43.0,3.2,0.0,9.1,3.2,15.1,2.8,17.5084095,78.2723004,0.0
ICRISAT,1999-01-11,25.9,11.0,73,31.0,4.5,0.0,9.7,5.0,16.5,3.2,17.5084095,78.2723004,0.0
ICRISAT,1999-01-12,26.0,9.4,93,28.0,4.2,0.0,10.1,4.0,17.0,3.2,17.5084095,78.2723004,0.0
ICRISAT,1999-01-13,27.8,12.7,96,30.0,4.4,0.0,9.4,3.5,16.8,3.3,17.5084095,78.2723004,0.0
ICRISAT,1999-01-14,26.7,14.2,84,43.0,7.1,0.0,6.8,3.7,14.1,3.4,17.5084095,78.2723004,0.0
ICRISAT,1999-01-15,27.2,10.2,84,39.0,5.8,0.0,9.5,4.2,17.1,3.5,17.5084095,78.2723004,0.0
ICRISAT,1999-01-16,26.3,9.8,98,39.0,5.6,0.0,9.3,3.7,15.7,3.2,17.5084095,78.2723004,0.0
ICRISAT,1999-01-17,27.0,10.0,95,32.0,3.8,0.0,9.6,4.0,16.6,3.1,17.5084095,78.2723004,0.0
ICRISAT,1999-01-18,28.0,9.8,98,32.0,3.3,0.0,9.8,4.1,17.0,3.1,17.5084095,78.2723004,0.0
ICRISAT,1999-01-19,28.1,10.2,95,30.0,3.8,0.0,10.1,4.2,16.6,3.2,17.5084095,78.2723004,0.0
ICRISAT,1999-01-20,28.0,11.0,95,36.0,3.4,0.0,10.1,3.8,16.7,3.1,17.5084095,78.2723004,0.0
ICRISAT,1999-01-21,27.0,10.8,98,39.0,6.1,0.0,9.7,4.1,16.8,3.5,17.5084095,78.2723004,0.0
ICRISAT,1999-01-22,28.7,11.9,96,29.0,6.1,0.0,9.8,4.6,17.3,3.9,17.5084095,78.2723004,0.0
ICRISAT,1999-01-23,30.0,12.5,91,19.0,4.4,0.0,9.3,4.5,17.1,3.7,17.5084095,78.2723004,0.0
ICRISAT,1999-01-24,29.9,11.3,91,27.0,6.2,0.0,8.5,4.8,16.4,4.0,17.5084095,78.2723004,0.0
ICRISAT,1999-01-25,31.1,14.0,81,21.0,3.6,0.0,9.0,4.5,17.3,3.6,17.5084095,78.2723004,0.0
ICRISAT,1999-01-26,28.9,11.7,98,26.0,2.5,0.0,3.3,3.6,15.6,2.9,17.5084095,78.2723004,0.0
ICRISAT,1999-01-27,29.9,12.3,95,25.0,3.3,0.0,10.0,4.4,15.9,3.3,17.5084095,78.2723004,0.0
ICRISAT,1999-01-28,30.0,13.4,89,28.0,4.8,0.0,9.6,4.9,16.0,3.7,17.5084095,78.2723004,0.0
ICRISAT,1999-01-29,31.2,11.8,91,26.0,5.6,0.0,9.9,5.1,16.8,4.1,17.5084095,78.2723004,0.0
ICRISAT,1999-01-30,29.6,13.6,98,28.0,4.7,0.0,9.8,4.8,17.4,3.7,17.5084095,78.2723004,0.0
ICRISAT,1999-01-31,30.0,14.2,92,28.0,3.6,0.0,9.7,6.0,17.3,3.5,17.5084095,78.2723004,0.0
ICRISAT,1999-02-01,31.4,17.0,76,30.0,8.5,0.0,9.9,5.6,17.7,4.9,17.5084095,78.2723004,0.0
ICRISAT,1999-02-02,30.6,15.1,90,26.0,12.1,0.0,10.0,6.0,17.7,5.5,17.5084095,78.2723004,0.0
ICRISAT,1999-02-03,29.2,14.1,98,28.0,10.6,0.0,10.3,6.5,20.1,5.1,17.5084095,78.2723004,0.0
ICRISAT,1999-02-04,29.8,17.4,61,27.0,10.8,0.0,10.3,7.6,19.8,5.7,17.5084095,78.2723004,0.0
ICRISAT,1999-02-05,29.0,18.1,84,29.0,10.5,0.0,4.0,5.8,13.5,4.6,17.5084095,78.2723004,0.0
ICRISAT,1999-02-06,29.8,16.8,94,38.0,8.3,0.0,9.0,6.3,18.3,4.4,17.5084095,78.2723004,0.0
ICRISAT,1999-02-07,30.6,16.6,86,35.0,12.7,0.0,8.8,6.6,18.8,5.4,17.5084095,78.2723004,0.0
ICRISAT,1999-02-08,30.8,15.8,86,26.0,10.2,0.0,9.9,7.4,19.4,5.4,17.5084095,78.2723004,0.0
ICRISAT,1999-02-09,29.0,14.6,98,35.0,9.5,3.0,9.5,7.4,17.5,4.5,17.5084095,78.2723004,3.0
ICRISAT,1999-02-10,29.1,16.0,89,39.0,8.0,0.0,9.7,4.8,17.2,4.2,17.5084095,78.2723004,3.0
ICRISAT,1999-02-11,29.7,19.5,81,39.0,10.7,0.0,8.8,5.5,18.5,5.0,17.5084095,78.2723004,3.0
ICRISAT,1999-02-12,29.3,16.1,92,43.0,8.0,0.0,8.4,6.0,17.7,4.2,17.5084095,78.2723004,3.0
ICRISAT,1999-02-13,30.2,15.6,86,33.0,6.5,0.0,9.7,6.0,18.9,4.4,17.5084095,78.2723004,3.0
ICRISAT,1999-02-14,31.0,15.2,82,30.0,5.0,0.0,9.9,6.4,20.9,4.4,17.5084095,78.2723004,3.0
ICRISAT,1999-02-15,31.2,15.9,70,31.0,4.8,0.0,10.2,7.0,20.4,4.4,17.5084095,78.2723004,3.0
ICRISAT,1999-02-16,31.9,16.1,75,25.0,8.2,0.0,9.6,7.0,19.3,5.3,17.5084095,78.2723004,3.0
ICRISAT,1999-02-17,31.3,15.3,96,24.0,7.3,0.0,9.9,7.0,20.1,4.9,17.5084095,78.2723004,3.0
ICRISAT,1999-02-18,31.2,16.0,76,26.0,5.3,0.0,9.7,6.4,21.0,4.7,17.5084095,78.2723004,3.0
ICRISAT,1999-02-19,32.0,15.6,78,23.0,5.3,0.0,10.2,6.8,21.3,4.8,17.5084095,78.2723004,3.0
ICRISAT,1999-02-20,32.1,16.4,69,22.0,8.7,0.0,9.7,7.2,21.5,5.8,17.5084095,78.2723004,3.0
ICRISAT,1999-02-21,31.4,14.4,86,24.0,8.4,0.0,10.1,8.1,20.8,5.4,17.5084095,78.2723004,3.0
ICRISAT,1999-02-22,32.3,15.4,73,20.0,7.5,0.0,10.4,7.2,20.4,5.4,17.5084095,78.2723004,3.0
ICRISAT,1999-02-23,33.0,15.5,72,23.0,6.1,0.0,10.0,8.2,19.2,5.0,17.5084095,78.2723004,3.0
ICRISAT,1999-02-24,33.3,15.6,74,23.0,5.2,0.0,9.8,6.4,21.2,4.9,17.5084095,78.2723004,3.0
ICRISAT,1999-02-25,33.4,16.3,58,23.0,4.1,0.0,10.0,6.4,21.5,4.7,17.5084095,78.2723004,3.0
ICRISAT,1999-02-26,34.1,16.6,75,24.0,4.1,0.0,9.7,6.4,19.9,4.6,17.5084095,78.2723004,3.0
ICRISAT,1999-02-27,33.9,16.5,79,25.0,3.3,0.0,9.6,6.2,19.5,4.2,17.5084095,78.2723004,3.0
ICRISAT,1999-02-28,34.0,17.8,63,24.0,5.5,0.0,9.7,7.2,20.1,5.1,17.5084095,78.2723004,3.0
ICRISAT,1999-03-01,34.0,17.9,72,21.0,7.4,0.0,10.0,8.2,21.2,5.7,17.5084095,78.2723004,3.0
ICRISAT,1999-03-02,33.0,15.6,77,23.0,5.4,0.0,9.6,7.6,21.0,5.0,17.5084095,78.2723004,3.0
ICRISAT,1999-03-03,34.1,15.7,73,23.0,4.8,0.0,9.0,7.8,20.0,4.8,17.5084095,78.2723004,3.0
ICRISAT,1999-03-04,33.6,14.6,72,21.0,4.6,0.0,10.3,7.4,21.7,4.9,17.5084095,78.2723004,3.0
ICRISAT,1999-03-05,33.6,15.0,60,17.0,4.8,0.0,10.8,8.0,22.4,5.1,17.5084095,78.2723004,3.0
ICRISAT,1999-03-06,34.3,15.8,66,18.0,4.6,0.0,10.3,7.4,22.7,5.2,17.5084095,78.2723004,3.0
ICRISAT,1999-03-07,34.3,16.0,69,18.0,5.3,0.0,10.3,8.5,22.6,5.4,17.5084095,78.2723004,3.0
ICRISAT,1999-03-08,35.1,16.2,77,21.0,4.4,0.0,9.8,8.9,22.2,5.1,17.5084095,78.2723004,3.0
ICRISAT,1999-03-09,35.8,20.5,43,21.0,4.7,0.0,9.5,8.0,20.6,5.2,17.5084095,78.2723004,3.0
ICRISAT,1999-03-10,35.9,17.5,67,20.0,4.5,0.0,9.5,6.9,20.5,5.1,17.5084095,78.2723004,3.0
ICRISAT,1999-03-11,36.8,18.3,67,18.0,6.2,0.0,9.0,8.0,20.1,5.7,17.5084095,78.2723004,3.0
ICRISAT,1999-03-12,35.4,17.9,69,24.0,7.7,0.0,10.0,9.1,20.0,5.9,17.5084095,78.2723004,3.0
ICRISAT,1999-03-13,36.1,18.4,75,21.0,7.2,0.0,9.6,8.8,20.3,5.9,17.5084095,78.2723004,3.0
ICRISAT,1999-03-14,35.1,18.1,86,23.0,5.3,0.0,10.0,7.0,19.8,5.1,17.5084095,78.2723004,3.0
ICRISAT,1999-03-15,34.6,19.7,88,31.0,6.8,0.0,9.4,7.4,20.1,5.3,17.5084095,78.2723004,3.0
ICRISAT,1999-03-16,34.7,18.0,80,30.0,8.7,0.0,9.4,9.0,20.2,5.9,17.5084095,78.2723004,3.0
ICRISAT,1999-03-17,36.0,20.0,63,24.0,10.0,0.0,9.5,9.9,21.5,6.9,17.5084095,78.2723004,3.0
ICRISAT,1999-03-18,37.0,18.4,66,27.0,6.7,0.0,9.0,9.3,20.7,5.9,17.5084095,78.2723004,3.0
ICRISAT,1999-03-19,36.2,19.8,62,20.0,4.4,0.0,9.4,8.5,21.4,5.3,17.5084095,78.2723004,3.0
ICRISAT,1999-03-20,36.2,19.8,61,19.0,4.1,0.0,8.6,8.2,20.2,5.0,17.5084095,78.2723004,3.0
ICRISAT,1999-03-21,36.4,22.6,48,23.0,5.3,0.0,6.9,8.5,16.8,5.1,17.5084095,78.2723004,3.0
ICRISAT,1999-03-22,35.2,20.0,78,24.0,4.0,0.0,6.8,6.8,16.7,4.4,17.5084095,78.2723004,3.0
ICRISAT,1999-03-23,36.0,21.9,82,25.0,4.7,0.0,7.4,6.8,16.8,4.7,17.5084095,78.2723004,3.0
ICRISAT,1999-03-24,36.7,23.0,86,32.0,6.9,0.0,8.2,7.5,19.1,5.5,17.5084095,78.2723004,3.0
ICRISAT,1999-03-25,35.3,20.5,91,34.0,7.9,2.4,4.2,5.7,13.3,4.7,17.5084095,78.2723004,5.4
ICRISAT,1999-03-26,36.6,16.4,83,20.0,5.4,0.0,10.0,8.6,23.1,5.8,17.5084095,78.2723004,5.4
ICRISAT,1999-03-27,36.8,15.0,63,12.0,5.0,0.0,10.5,8.8,25.2,6.0,17.5084095,78.2723004,5.4
ICRISAT,1999-03-28,37.0,16.8,65,11.0,4.2,0.0,11.0,9.0,25.9,5.8,17.5084095,78.2723004,5.4
ICRISAT,1999-03-29,37.0,16.1,68,14.0,4.3,0.0,10.4,9.7,24.7,5.7,17.5084095,78.2723004,5.4
ICRISAT,1999-03-30,37.8,17.7,49,9.0,3.9,0.0,10.4,9.0,24.2,5.6,17.5084095,78.2723004,5.4
ICRISAT,1999-03-31,37.7,18.0,55,14.0,4.9,0.0,9.3,9.3,22.7,5.8,17.5084095,78.2723004,5.4
ICRISAT,1999-04-01,38.4,17.9,59,11.0,4.8,0.0,10.4,10.3,22.7,5.9,17.5084095,78.2723004,5.4
ICRISAT,1999-04-02,38.0,19.8,52,18.0,5.9,0.0,9.7,9.6,22.4,6.2,17.5084095,78.2723004,5.4
ICRISAT,1999-04-03,38.2,18.4,58,20.0,8.2,0.0,9.9,11.2,22.2,7.0,17.5084095,78.2723004,5.4
ICRISAT,1999-04-04,37.2,18.4,75,16.0,8.0,0.0,10.5,10.2,22.5,6.8,17.5084095,78.2723004,5.4
ICRISAT,1999-04-05,37.6,18.8,65,24.0,7.2,0.0,10.2,11.4,21.7,6.4,17.5084095,78.2723004,5.4
ICRISAT,1999-04-06,36.6,20.8,83,29.0,5.7,0.0,9.7,9.5,20.4,5.5,17.5084095,78.2723004,5.4
ICRISAT,1999-04-07,37.4,21.5,78,31.0,4.9,0.0,10.0,9.5,21.6,5.6,17.5084095,78.2723004,5.4
ICRISAT,1999-04-08,39.0,21.6,59,22.0,5.9,0.0,10.5,9.9,23.8,6.5,17.5084095,78.2723004,5.4
ICRISAT,1999-04-09,39.5,22.6,85,27.0,6.8,0.0,10.4,10.0,23.1,6.6,17.5084095,78.2723004,5.4
ICRISAT,1999-04-10,39.8,22.8,60,29.0,7.6,0.0,10.0,11.0,22.2,6.8,17.5084095,78.2723004,5.4
ICRISAT,1999-04-11,39.8,24.0,68,31.0,4.3,0.0,10.3,9.7,23.4,6.0,17.5084095,78.2723004,5.4
ICRISAT,1999-04-12,40.6,25.5,61,31.0,4.3,0.0,10.3,10.5,23.3,6.1,17.5084095,78.2723004,5.4
ICRISAT,1999-04-13,40.6,26.3,72,28.0,7.9,0.0,8.4,10.4,20.9,6.8,17.5084095,78.2723004,5.4
ICRISAT,1999-04-14,40.1,19.6,52,32.0,9.1,0.0,10.4,12.2,24.7,7.6,17.5084095,78.2723004,5.4
ICRISAT,1999-04-15,39.1,20.7,59,35.0,9.1,0.0,10.3,12.8,23.9,7.3,17.5084095,78.2723004,5.4
ICRISAT,1999-04-16,39.1,20.2,55,31.0,7.3,0.0,10.3,11.8,24.7,7.0,17.5084095,78.2723004,5.4
ICRISAT,1999-04-17,37.9,17.8,52,27.0,4.6,0.0,10.1,9.9,16.0,4.9,17.5084095,78.2723004,5.4
ICRISAT,1999-04-18,38.9,16.1,47,29.0,5.0,0.0,10.7,12.1,24.9,6.2,17.5084095,78.2723004,5.4
ICRISAT,1999-04-19,38.7,18.9,48,28.0,4.2,0.0,10.7,10.8,24.4,5.9,17.5084095,78.2723004,5.4
ICRISAT,1999-04-20,38.2,21.9,66,32.0,5.2,0.0,10.2,10.7,23.9,6.1,17.5084095,78.2723004,5.4
ICRISAT,1999-04-21,37.8,22.5,63,23.0,6.4,0.0,9.9,11.1,22.5,6.4,17.5084095,78.2723004,5.4
ICRISAT,1999-04-22,38.4,21.7,46,21.0,5.8,0.0,10.0,10.4,23.3,6.4,17.5084095,78.2723004,5.4
ICRISAT,1999-04-23,37.2,22.9,61,23.0,4.6,0.0,1.5,7.2,15.6,4.8,17.5084095,78.2723004,5.4
ICRISAT,1999-04-24,39.7,23.4,54,18.0,6.3,0.0,9.7,10.0,22.4,6.7,17.5084095,78.2723004,5.4
ICRISAT,1999-04-25,39.7,25.0,64,22.0,5.8,0.0,7.8,9.4,19.1,6.0,17.5084095,78.2723004,5.4
ICRISAT,1999-04-26,39.4,24.8,64,25.0,9.8,0.0,7.6,10.2,18.1,7.0,17.5084095,78.2723004,5.4
ICRISAT,1999-04-27,39.8,24.2,57,23.0,8.5,0.0,9.4,10.5,22.4,7.4,17.5084095,78.2723004,5.4
ICRISAT,1999-04-28,39.9,24.2,34,18.0,9.0,0.0,9.8,11.8,22.8,7.9,17.5084095,78.2723004,5.4
ICRISAT,1999-04-29,40.4,25.0,46,15.0,8.7,0.0,10.0,12.6,23.2,7.9,17.5084095,78.2723004,5.4
ICRISAT,1999-04-30,40.7,24.9,43,22.0,8.3,0.0,10.5,12.0,24.3,7.8,17.5084095,78.2723004,5.4
ICRISAT,1999-05-01,41.2,24.9,38,17.0,10.8,0.0,10.6,14.0,24.3,9.0,17.5084095,78.2723004,5.4
ICRISAT,1999-05-02,40.8,26.0,66,18.0,13.9,0.0,10.2,14.5,23.8,9.4,17.5084095,78.2723004,5.4
ICRISAT,1999-05-03,39.1,26.2,50,26.0,7.4,0.0,8.2,11.5,22.4,7.0,17.5084095,78.2723004,5.4
ICRISAT,1999-05-04,41.6,25.7,46,16.0,8.6,0.0,10.1,12.5,23.8,8.1,17.5084095,78.2723004,5.4
ICRISAT,1999-05-05,40.7,24.7,48,19.0,8.5,0.0,10.5,13.7,23.9,7.9,17.5084095,78.2723004,5.4
ICRISAT,1999-05-06,40.0,21.3,73,20.0,11.7,0.0,8.5,11.5,20.2,8.0,17.5084095,78.2723004,5.4
ICRISAT,1999-05-07,34.2,24.9,65,48.0,7.8,0.0,1.2,6.2,13.0,4.6,17.5084095,78.2723004,5.4
ICRISAT,1999-05-08,39.4,23.4,56,26.0,8.9,0.0,7.2,12.2,19.2,7.0,17.5084095,78.2723004,5.4
ICRISAT,1999-05-09,38.6,24.0,70,27.0,13.3,0.0,8.5,11.0,22.8,8.3,17.5084095,78.2723004,5.4
ICRISAT,1999-05-10,37.7,25.0,64,26.0,7.7,3.0,10.1,11.4,25.3,7.2,17.5084095,78.2723004,8.4
ICRISAT,1999-05-11,38.7,23.9,70,24.0,13.2,0.0,7.4,11.2,22.5,8.4,17.5084095,78.2723004,8.4
